   1  X11002301 (     ---*------          |                        ), 0.056,  0.118,  0.165,  0.224,  0.304
   1  X12013410 (            -*---        |                        ), 0.224,  0.258,  0.273,  0.281,  0.344
   1  X12012310 (            -*----       |                        ), 0.199,  0.258,  0.280,  0.289,  0.366
   1  X12013610 (             -*-         |                        ), 0.224,  0.263,  0.284,  0.310,  0.337
   1  X11012310 (            --*--        |                        ), 0.102,  0.247,  0.286,  0.314,  0.356
   1  X11012610 (           ---*--        |                        ), 0.178,  0.237,  0.286,  0.330,  0.346
   1  X11013310 (             -*---       |                        ), 0.225,  0.263,  0.286,  0.325,  0.361
   2  X11013410 (             -*---       |                        ), 0.218,  0.266,  0.291,  0.304,  0.373
   3  X11002310 (                -*-      |                        ), 0.318,  0.335,  0.346,  0.360,  0.388
