   1  X12102301 (*--                      |                        ), 0.000,  0.000,  0.000,  0.000,  0.068
   1  X12112300 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X12112301 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X12112400 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X12112401 (*------------            |                        ), 0.000,  0.000,  0.000,  0.000,  0.263
   1  X12112411 (*------------            |                        ), 0.000,  0.000,  0.000,  0.125,  0.262
   1  X12112500 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X12112501 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X12112510 (*-------------           |                        ), 0.000,  0.000,  0.000,  0.262,  0.300
   1  X12112600 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X12112601 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X12112700 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X12112701 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X12113300 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X12113301 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X12113311 (*------------            |                        ), 0.000,  0.000,  0.000,  0.000,  0.262
   1  X12113400 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X12113401 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X12113500 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X12113501 (*---                     |                        ), 0.000,  0.000,  0.000,  0.000,  0.094
   1  X12113600 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X12113601 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X12113700 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X12113701 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X12113711 (*------------            |                        ), 0.000,  0.000,  0.000,  0.262,  0.262
   1  X13002301 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X13012300 (*-                       |                        ), 0.000,  0.000,  0.000,  0.000,  0.041
   1  X13012301 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.038
   1  X13012400 (*-----------------       |                        ), 0.000,  0.000,  0.000,  0.000,  0.361
   1  X13012401 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.039
   1  X13012500 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X13012501 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   1  X13012600 (*-------                 |                        ), 0.000,  0.000,  0.000,  0.000,  0.162
   1  X13012601 (*-                       |                        ), 0.000,  0.000,  0.000,  0.032,  0.041
   1  X13012700 (*-------                 |                        ), 0.000,  0.000,  0.000,  0.000,  0.171
   1  X13012701 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   2  X13013300 (*--------                |                        ), 0.000,  0.000,  0.000,  0.027,  0.200
   2  X13013301 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.038
   2  X13013400 (*-----------             |                        ), 0.000,  0.000,  0.000,  0.038,  0.247
   2  X13013401 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.040
   2  X13013500 (*-------                 |                        ), 0.000,  0.000,  0.000,  0.070,  0.164
   2  X13013501 (*--                      |                        ), 0.000,  0.000,  0.000,  0.036,  0.078
   2  X13013600 (*-------                 |                        ), 0.000,  0.000,  0.000,  0.000,  0.167
   2  X13013601 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.038
   2  X13013700 (*----------              |                        ), 0.000,  0.000,  0.000,  0.070,  0.237
   2  X13013701 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.036
   2  X13102300 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   2  X13102301 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   2  X13112300 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   2  X13112301 (*------------            |                        ), 0.000,  0.000,  0.000,  0.000,  0.262
   2  X13112400 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   2  X13112401 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   2  X13112500 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   2  X13112501 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   2  X13112600 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   2  X13112601 (*------------            |                        ), 0.000,  0.000,  0.000,  0.000,  0.262
