X0101261,0.082,0.083,0.083
X0101361,0.086,0.086,0.09
X1101271,5.766,6.111,6.597
X1100231,17.416,18.304,18.74
X1300231,22.441,23.417,24.981
X1101351,24.184,24.996,25.525
X1200231,35.521,36.174,36.768
X1201271,86.654,87.811,88.71
