X1100231,0.673,0.692,0.738
X1300231,0.683,0.732,0.756
X1200231,0.696,0.739,0.761
X0101261,0.74,0.74,0.74
X0101361,0.762,0.762,0.762
X1101351,0.744,0.769,0.795
X1101271,0.789,0.816,0.842
X1201271,0.884,0.93,0.953
