   1  X11002301 (*-----------             |                        ), 0.000,  0.000,  0.000,  0.175,  0.246
   1  X11012310 (        --*-----         |                        ), 0.148,  0.168,  0.203,  0.230,  0.321
   2  X12013610 (          ---*-----      |                        ), 0.128,  0.206,  0.274,  0.321,  0.390
   3  X11013410 (            --*          |                        ), 0.168,  0.253,  0.281,  0.310,  0.320
   3  X11002310 (             -*--        |                        ), 0.171,  0.261,  0.286,  0.317,  0.348
   4  X11013310 (            ---*------   |                        ), 0.191,  0.259,  0.310,  0.364,  0.444
   5  X12013410 (              -*--       |                        ), 0.254,  0.297,  0.319,  0.337,  0.362
   5  X12012310 (              --*--      |                        ), 0.071,  0.287,  0.321,  0.371,  0.393
   5  X11012610 (             ---*---     |                        ), 0.143,  0.262,  0.323,  0.362,  0.403
